KOI,KOIpl,kepoi_name,Sep,Teff1,Teff2,Rstar1,Rstar2,Mstar1_est,Mstar2_est,Rppri,Rpsec,koi_period,koi_dor,koi_duration,koi_impact,rho_transit,rho_transit_err,rho_pri,rho_sec,p_pri,p_sec,usable
2124,2124.01,K02124.01,0.06,4232,4174,0.605,0.600765,0.5335735,0.5289088,2.08,2.19,42.3375799,25.3,4.924,0.947,0.12137933924978768,0.17847080711826488,2.4095066,2.4393096,0.5244957257580234,0.4755042742419765,True
2132,2132.01,K02132.01,0.15,5656,4996,0.887,0.74951506,0.8608045,0.6973896,3.04,4.09,69.8956789,54.6,5.276,0.872,0.4476231478024873,0.6689752538586623,1.2334843,1.6562823,0.6885522407476102,0.3114477592523897,True
2147,2147.01,K02147.01,0.08,6044,4534,1.045,0.68238497,1.0565629,0.6202072,1.57,3.18,37.8658964,60.62,4.782,0.18,2.0873081815435284,0.49583038294666465,0.9258626,1.9518591,0.07472785664641299,0.9252721433535869,True
2147,2147.02,K02147.02,0.08,6044,4534,1.045,0.68238497,1.0565629,0.6202072,0.97,1.98,10.32736351,28.2,1.889,0.754,2.824903789054373,3.8166253320202697,0.9258626,1.9518591,0.4756156292667682,0.5243843707332317,True
2224,2224.01,K02224.01,0.1,6176,4032,1.094,0.566692,1.1188494,0.4916815,1.32,4.06,3.73090026,5.89,2.9095,0.822,0.19722132416719293,0.2712211758496202,0.85451496,2.7017343,0.9999793652239145,2.06347760855409e-05,True
2289,2289.01,K02289.01,0.94,6370,3838,1.19,0.49385002,1.242893,0.4139938,2.12,8.2,62.7843981,97.7,4.81,0.272,3.178450738742049,1.659170805279882,0.7375523,3.43723,0.2561136020654861,0.7438863979345138,True
2289,2289.02,K02289.02,0.94,6370,3838,1.19,0.49385002,1.242893,0.4139938,1.48,5.72,20.0983676,29.82,5.207,0.02,0.8819350665411535,0.20406948219765117,0.7375523,3.43723,0.999970309789519,2.9690210480999446e-05,True
2298,2298.01,K02298.01,1.52,5578,4146,0.884,0.60377204,0.85716677,0.53222007,0.57,1.29,16.6671415,32.9,3.526,0.444,1.7222679224998207,1.601866213632052,1.2408192,2.4180887,0.5112924250263888,0.48870757497361117,True
2298,2298.02,K02298.02,1.52,5578,4146,0.884,0.60377204,0.85716677,0.53222007,0.51,1.15,31.8055128,54.5,3.979,0.476,2.149908449876787,2.05917836850584,1.2408192,2.4180887,0.47790497571844687,0.5220950242815531,True
2298,2298.03,K02298.03,1.52,5578,4146,0.884,0.60377204,0.85716677,0.53222007,0.29,0.66,2.47240869,9.66,1.87,0.319,1.9811899692440085,1.6612462475027403,1.2408192,2.4180887,0.4837379624580602,0.5162620375419398,True
2376,2376.01,K02376.01,0.4,4972,4704,0.674,0.60727406,0.6106957,0.5360816,2.65,3.08,18.8262877,61.74,2.344,0.198,8.920840141009169,3.3810764382833582,1.994551,2.3937385,0.44044137096201597,0.559558629037984,True
2392,2392.01,K02392.01,0.08,5826,3927,0.934,0.524908,0.9181922,0.44679058,1.27,3.77,7.42697378,16.92,3.206,0.337,1.1798113197472528,1.1086879423156808,1.1269196,3.0892599,0.7792708883609166,0.22072911163908346,True
2397,2397.01,K02397.01,0.19,5464,5178,0.834,0.774786,0.7969986,0.7269042,2.32,2.65,12.00089667,23.25,3.266,0.595,1.1724025189381917,1.3917552482879179,1.3739136,1.5629026,0.5070044732785074,0.4929955267214926,True
2407,2407.01,K02407.01,0.13,6525,4288,1.292,0.634372,1.3774574,0.56614804,1.88,5.34,17.2922631,10.01,7.042,0.865,0.0450644242800745,0.06347736087403101,0.63869065,2.2176754,0.9992821404622181,0.0007178595377818224,True
2408,2408.01,K02408.01,1.38,5667,3574,0.873,0.362295,0.84385496,0.2810787,2.0,7.77,94.289223,143.4,4.102,0.613,4.456137716277476,5.220579751287419,1.2683089,5.910727,0.46295362470473683,0.5370463752952632,True
2460,2460.01,K02460.01,2.32,4662,3539,0.669,0.33985204,0.60503805,0.25948507,1.49,3.63,11.32269749,9.2,3.517,0.951,0.0816016494251537,0.12240247413773056,2.0207112,6.610628,0.9771835433246234,0.022816456675376608,True
2463,2463.01,K02463.01,0.66,6363,5916,1.181,0.984954,1.231154,0.981228,1.32,1.55,7.46718958,13.88,3.633,0.486,0.6443017446360461,0.6545140201273955,0.7474165,1.0268856,0.537384299421095,0.462615700578905,True
2466,2466.01,K02466.01,0.09,4664,4607,0.693,0.683991,0.63229036,0.6220324,1.35,1.39,3.17323012,12.83,1.9094,0.085,2.8178125384763906,1.1200969560584249,1.8998392,1.9438459,0.49241845632886144,0.5075815436711385,True
2466,2466.02,K02466.02,0.09,4664,4607,0.693,0.683991,0.63229036,0.6220324,1.38,1.43,13.2970695,31.34,3.283,0.03,2.338946903549397,1.6792056582597776,1.8998392,1.9438459,0.4984093453984097,0.5015906546015904,True
2482,2482.01,K02482.01,0.31,5408,4919,0.787,0.693347,0.74125636,0.6326861,2.64,3.31,45.0909201,27.5,4.605,0.957,0.13742164747142557,0.2038837533394241,1.5207024,1.8981756,0.9182241584443397,0.08177584155566034,True
2486,2486.01,K02486.01,0.23,6623,6489,1.313,1.243411,1.4055002,1.3130109,2.36,2.18,4.267961416,23.76,1.3427,0.255,9.893127444634993,7.619706743973921,0.6209216,0.68300563,0.4975242464407126,0.5024757535592874,True
2535,2535.01,K02535.01,1.63,4917,4124,0.743,0.32246196,0.68982035,0.24299544,2.86,4.8,48.8882668,17.77,6.468,0.988,0.031541930159576057,0.0468602676540691,1.6817816,7.247073,0.786764942001272,0.21323505799872794,True
2538,2538.01,K02538.01,0.08,5171,5045,0.774,0.751554,0.72598255,0.6997618,2.03,2.17,39.8312536,123.3,2.442,0.24,15.87364061980515,13.363210838084141,1.5656811,1.6484268,0.49834311213820504,0.5016568878617949,True
2542,2542.01,K02542.01,0.8,3575,3343,0.41,0.30791,0.32808006,0.22936636,0.92,1.18,0.727331746,6.74,0.8323,0.153,7.775885664193425,5.537722728208968,4.7602334,7.857029,0.4636273173898573,0.5363726826101427,True
2543,2543.01,K02543.01,0.06,5348,4041,0.794,0.558976,0.74950695,0.48332745,1.28,2.84,1.302017467,7.11,1.3692,0.286,2.8484620991410896,1.4422592907043492,1.4973181,2.7673366,0.39485022770667594,0.605149772293324,True
2554,2554.01,K02554.01,0.37,4847,4563,0.727,0.671021,0.6713021,0.6073236,24.8,29.46,39.7557642,40.0,1.958,1.219,0.5440202001441187,0.7956295427107735,1.747088,2.010073,0.6113845890508345,0.38861541094916546,True
2554,2554.02,K02554.02,0.37,4847,4563,0.727,0.671021,0.6713021,0.6073236,1.7,2.01,10.27127527,26.33,3.029,0.046,2.324551136311602,1.0329376488737465,1.747088,2.010073,0.47399558162560307,0.5260044183743968,True
2571,2571.01,K02571.01,0.04,5703,5477,0.93,0.87606,0.9132795,0.8475539,0.88,0.97,0.82628442,6.414,0.9603,0.28,5.192338565095573,1.4571576889884676,1.1354156,1.2605665,0.4394284537887378,0.5605715462112623,True
2580,2580.01,K02580.01,0.6,5642,4961,0.886,0.738038,0.85959154,0.68406665,2.11,2.94,3.11604194,13.389,1.7763,0.195,3.321032303074409,0.6034858162207811,1.2359219,1.7016187,0.08316431170869898,0.916835688291301,True
