KOI,KOIpl,kepoi_name,Sep,Teff1,Teff2,Rstar1,Rstar2,Mstar1_est,Mstar2_est,Rppri,Rpsec,koi_period,koi_dor,koi_duration,koi_impact,rho_transit,rho_transit_err,rho_pri,rho_sec,p_pri,p_sec,usable
3140,3140.01,,0.18,4228,3890,0.607,0.51534295,0.53577924,0.4366369,1.13,1.48,,,,,,,2.3956304,3.1902993,,,False
3141,3141.01,,0.22,6037,3804,1.035,0.48230997,1.0439397,0.40193683,1.06,3.76,,,,,,,0.94157386,3.5824413,,,False
3168,3168.01,,0.81,6346,3633,1.411,0.483973,1.5378315,0.40366995,0.94,4.36,,,,,,,0.5474289,3.5609267,,,False
3234,3234.01,,0.06,6633,6124,1.328,1.0716959,1.4255996,1.0904092,0.83,0.98,,,,,,,0.6087001,0.8858797,,,False
3245,3245.01,,1.54,6441,4445,1.208,0.64023995,1.2664372,0.5727017,1.0,2.48,,,,,,,0.7184274,2.1822283,,,False
3255,3255.01,,0.18,4811,4562,0.717,0.69907504,0.6597797,0.63922644,2.15,2.5,,,,,,,1.7899524,1.871041,,,False
3263,3263.01,,0.82,4001,3485,0.62,0.32984,0.55016077,0.24996498,7.2,11.53,,,,,,,2.3084185,6.9657707,,,False
3340,3340.01,,0.07,6450,6169,1.224,1.085688,1.2874393,1.1082336,0.68,0.74,,,,,,,0.70207345,0.8659966,,,False
3340,3340.02,,0.07,6450,6169,1.224,1.085688,1.2874393,1.1082336,0.86,0.94,,,,,,,0.70207345,0.8659966,,,False
3371,3371.01,,0.05,5673,4517,0.881,0.654583,0.85353214,0.58878386,1.18,2.14,,,,,,,1.2482231,2.0992384,,,False
3371,3371.02,,0.05,5673,4517,0.881,0.654583,0.85353214,0.58878386,0.89,1.6,,,,,,,1.2482231,2.0992384,,,False
3401,3401.01,,0.65,5808,3962,0.936,0.53164804,0.92065054,0.45397326,1.99,5.66,,,,,,,1.1227093,3.021048,,,False
3401,3401.02,,0.65,5808,3962,0.936,0.53164804,0.92065054,0.45397326,2.25,6.4,,,,,,,1.1227093,3.021048,,,False
3415,3415.01,,0.74,6541,6481,1.314,1.302174,1.4068384,1.3910292,2.43,2.46,,,,,,,0.62009484,0.6299836,,,False
3432,3432.01,,0.66,5785,4840,0.937,0.72898597,0.9218802,0.6735952,1.75,2.73,,,,,,,1.1206132,1.7387673,,,False
3456,3456.01,,0.04,5681,5658,0.867,0.844458,0.83661157,0.80951065,1.07,1.08,,,,,,,1.283709,1.344276,,,False
3456,3456.02,,0.04,5681,5658,0.867,0.844458,0.83661157,0.80951065,1.15,1.17,,,,,,,1.283709,1.344276,,,False
3480,3480.01,,0.4,5754,5226,0.921,0.787455,0.9022451,0.7417921,1.8,2.28,,,,,,,1.1549033,1.5191649,,,False
3494,3494.01,,0.59,5210,3639,0.768,0.393216,0.7189547,0.31137878,3.39,9.82,,,,,,,1.5871495,5.1214795,,,False
3908,3908.01,,0.04,6482,6327,1.299,1.244442,1.3867924,1.3143721,2.03,2.13,,,,,,,0.6326798,0.68201566,,,False
3991,3991.01,,0.2,5605,4030,0.851,0.554852,0.8173573,0.4788742,1.32,3.3,,,,,,,1.3262434,2.8034317,,,False
4004,4004.01,,1.93,5751,3697,0.878,0.401246,0.84990066,0.3193474,1.38,4.87,,,,,,,1.2556963,4.943462,,,False
4032,4032.01,,0.12,6030,3639,1.06,0.41445997,1.0755543,0.33254716,0.75,3.1,,,,,,,0.9030562,4.6709523,,,False
4032,4032.02,,0.12,6030,3639,1.06,0.41445997,1.0755543,0.33254716,0.63,2.61,,,,,,,0.9030562,4.6709523,,,False
4032,4032.03,,0.12,6030,3639,1.06,0.41445997,1.0755543,0.33254716,0.82,3.39,,,,,,,0.9030562,4.6709523,,,False
4032,4032.04,,0.12,6030,3639,1.06,0.41445997,1.0755543,0.33254716,0.77,3.18,,,,,,,0.9030562,4.6709523,,,False
4032,4032.05,,0.12,6030,3639,1.06,0.41445997,1.0755543,0.33254716,0.74,3.06,,,,,,,0.9030562,4.6709523,,,False
4060,4060.01,,0.48,6596,3834,1.348,0.509544,1.4524875,0.43050393,2.16,8.87,,,,,,,0.5929836,3.2541082,,,False
4097,4097.01,,0.17,4495,3203,0.664,0.20915999,0.5993908,0.14144847,0.95,3.08,,,,,,,2.047415,15.458324,,,False
4097,4097.02,,0.17,4495,3203,0.664,0.20915999,0.5993908,0.14144847,0.53,1.72,,,,,,,2.047415,15.458324,,,False
4098,4098.01,,0.78,5184,4419,0.773,0.643909,0.7248103,0.5768071,2.02,0.37,,,,,,,1.5692273,2.1605144,,,False
4149,4149.01,,1.64,6781,6653,1.423,1.330505,1.5541972,1.4289619,1.55,1.6,,,,,,,0.5393758,0.60669595,,,False
4149,4149.02,,1.64,6781,6653,1.423,1.330505,1.5541972,1.4289619,1.64,1.7,,,,,,,0.5393758,0.60669595,,,False
4153,4153.01,,0.47,5850,3697,0.945,0.426195,0.9317293,0.3443582,1.64,5.92,,,,,,,1.1040642,4.448211,,,False
4184,4184.01,,0.21,4992,4943,0.742,0.730128,0.68866,0.6749145,1.38,1.42,,,,,,,1.68575,1.7340106,,,False
4252,4252.01,,0.04,3996,3774,0.612,0.536112,0.54130155,0.45874298,0.75,0.91,,,,,,,2.361484,2.9771645,,,False
4268,4268.01,,3.55,4704,4016,0.691,0.56040096,0.6300101,0.48486808,0.91,1.48,,,,,,,1.9094726,2.755034,,,False
4273,4273.01,,0.18,6433,4971,1.217,0.74480397,1.2782425,0.69191456,1.13,2.05,,,,,,,0.70915556,1.6746595,,,False
4287,4287.01,,0.58,6838,5647,1.44,0.89280003,1.5774411,0.8678462,1.26,1.87,,,,,,,0.52828175,1.2194954,,,False
4287,4287.02,,0.58,6838,5647,1.44,0.89280003,1.5774411,0.8678462,0.83,1.24,,,,,,,0.52828175,1.2194954,,,False
4310,4310.01,,0.06,5545,4416,0.844,0.63806397,0.80896187,0.57026964,1.1,2.01,,,,,,,1.3455528,2.1952684,,,False
4331,4331.01,,0.4,6587,6419,1.297,1.2165861,1.3841239,1.277699,1.66,1.68,,,,,,,0.634388,0.70957774,,,False
4343,4343.01,,0.89,6809,5487,1.463,0.87780005,1.6089977,0.84965867,2.12,3.35,,,,,,,0.51383346,1.2561969,,,False
4418,4418.01,,1.41,6541,5040,1.31,0.77421,1.4014871,0.7262288,2.13,3.83,,,,,,,0.6234122,1.5649381,,,False
4457,4457.01,,0.25,6528,4037,1.277,0.569542,1.3574961,0.49477437,1.61,5.51,,,,,,,0.65187746,2.6781194,,,False
4460,4460.01,,0.06,5883,4158,0.971,0.59716505,0.9638824,0.52495,1.87,4.73,,,,,,,1.0528495,2.4651017,,,False
4508,4508.01,,0.08,4806,4802,0.714,0.714714,0.65633076,0.6571513,1.44,1.44,,,,,,,1.8031346,1.7999834,,,False
4510,4510.01,,0.11,6367,4784,1.214,0.73447,1.2743049,0.6799353,1.14,2.25,,,,,,,0.71222514,1.716111,,,False
4535,4535.01,,0.08,5506,4270,0.846,0.61758006,0.8113588,0.5474779,0.85,1.68,,,,,,,1.339991,2.3242712,,,False
4535,4535.02,,0.08,5506,4270,0.846,0.61758006,0.8113588,0.5474779,0.75,1.5,,,,,,,1.339991,2.3242712,,,False
4549,4549.01,,0.75,6409,4974,1.188,0.67003196,1.2402823,0.60620487,5.24,3.49,,,,,,,0.73972666,2.0152683,,,False
4567,4567.01,,1.28,6856,4337,1.467,0.686556,1.6144985,0.6249495,6.62,19.95,,,,,,,0.5113842,1.9311547,,,False
4567,4567.02,,1.28,6856,4337,1.467,0.686556,1.6144985,0.6249495,0.91,2.76,,,,,,,0.5113842,1.9311547,,,False
4580,4580.01,,1.55,6262,4666,1.312,0.97744006,1.4041623,0.9718801,1.0,2.02,,,,,,,0.62174994,1.04074,,,False
4590,4590.01,,0.87,5375,5117,0.803,0.75080496,0.76014143,0.69889015,2.24,2.51,,,,,,,1.4680736,1.6513059,,,False
4634,4634.01,,0.32,6164,5442,1.077,0.82929,1.0971591,0.79137623,1.28,5.45,,,,,,,0.87825876,1.3875983,,,False
4651,4651.01,,1.22,5740,4186,0.894,0.580206,0.8693044,0.5063814,0.75,1.77,,,,,,,1.2166322,2.592574,,,False
4706,4706.01,,0.22,6232,6042,1.113,1.026186,1.1431915,1.032839,2.21,1.76,,,,,,,0.8291506,0.9557721,,,False
4713,4713.01,,1.75,5884,5768,0.926,0.825066,0.908372,0.78634083,,,,,,,,,1.1440125,1.4000541,,,False
4755,4755.01,,0.08,5455,5195,0.822,0.76528203,0.78269,0.7157756,2.3,2.61,,,,,,,1.4092053,1.5970273,,,False
4768,4768.01,,1.31,5399,3577,0.819,0.36855,0.7791209,0.28715774,1.41,4.85,,,,,,,1.4182513,5.7362924,,,False
4823,4823.01,,1.4,5278,4929,0.763,0.710353,0.7131086,0.65214294,1.08,0.52,,,,,,,1.6053954,1.8193661,,,False
4923,4923.01,,0.78,6765,5802,1.411,0.952425,1.5378315,0.9408892,1.88,2.59,,,,,,,0.5474289,1.0890458,,,False
4986,4986.01,,0.17,6293,4790,1.146,0.70479006,1.1857163,0.6457653,2.54,4.89,,,,,,,0.7878198,1.8445711,,,False
5004,5004.01,,1.05,6259,5557,1.143,0.873252,1.1818376,0.8441594,2.19,2.83,,,,,,,0.791442,1.2676686,,,False
5030,5030.01,,1.0,6888,4717,1.456,0.685776,1.5993801,0.6240622,1.72,4.11,,,,,,,0.51816446,1.9350002,,,False
5098,5098.01,,0.26,5508,5348,0.84,0.798,0.8041723,0.75422966,2.21,2.37,,,,,,,1.3567858,1.4842087,,,False
5169,5169.01,,0.2,5161,3571,0.773,0.364856,0.7248103,0.2835645,1.74,5.39,,,,,,,1.5692273,5.838313,,,False
5211,5211.01,,0.08,5376,3937,0.757,0.49205,0.70610595,0.41210848,0.58,1.42,,,,,,,1.6277293,3.4592652,,,False
5245,5245.01,,0.17,5551,3673,0.855,0.41724002,0.8221625,0.33533776,3.0,10.03,,,,,,,1.3154044,4.616625,,,False
5398,5398.01,,0.7,6082,3624,1.062,0.39825,1.0780916,0.3163696,1.98,8.5,,,,,,,0.900082,5.0087266,,,False
5416,5416.01,,0.44,3633,3599,0.398,0.38088602,0.31612137,0.29922217,5.82,6.04,,,,,,,5.0142345,5.4151278,,,False
5482,5482.01,,0.62,6140,4704,1.09,0.71068,1.1137383,0.6525182,4.45,8.67,,,,,,,0.8600102,1.8179015,,,False
5545,5545.01,,0.08,6015,5759,1.014,0.90043205,1.0175306,0.87712944,1.22,1.33,,,,,,,0.97596335,1.2014643,,,False
5553,5553.01,,0.97,6122,4456,1.066,0.65345794,1.0831697,0.58751917,2.0,4.44,,,,,,,0.8941799,2.1055672,,,False
5563,5563.01,,0.37,5534,3993,0.865,0.56224996,0.8341999,0.48686862,1.31,3.19,,,,,,,1.2889076,2.7391984,,,False
5578,5578.01,,0.32,6098,4270,1.073,0.6319969,1.0920678,0.56349975,1.34,3.35,,,,,,,0.8839964,2.2322807,,,False
5579,5579.01,,0.38,4799,3445,0.702,0.297648,0.64257145,0.21985115,1.63,4.76,,,,,,,1.8574197,8.337192,,,False
5653,5653.01,,0.22,4786,3406,0.694,0.282458,0.633431,0.20591708,2.11,6.44,,,,,,,1.895051,9.137569,,,False
5654,5654.01,,1.74,5721,4881,0.911,0.71695703,0.8900163,0.65973026,4.54,6.76,,,,,,,1.1771799,1.79014,,,False
5677,5677.01,,0.62,5545,3512,0.85,0.33235002,0.8161569,0.25234497,1.16,4.48,,,,,,,1.3289751,6.8739686,,,False
5736,5736.01,,0.85,6366,4932,1.185,0.70862997,1.2363684,0.6501662,2.21,3.95,,,,,,,0.743007,1.8271148,,,False
5762,5762.01,,0.23,5756,4952,0.918,0.732564,0.8985729,0.6777304,1.84,2.65,,,,,,,1.1615163,1.7239325,,,False
5764,5764.01,,0.35,4578,3297,0.663,0.24265799,0.59826267,0.17031121,2.02,6.17,,,,,,,2.0528224,11.919539,,,False
5822,5822.01,,0.41,4938,4811,0.726,0.709302,0.6701481,0.650937,2.48,2.65,,,,,,,1.7513014,1.8240864,,,False
5825,5825.01,,3.48,6011,3907,1.023,0.525822,1.0288322,0.44776323,1.88,6.04,,,,,,,0.96098727,3.0798688,,,False
5826,5826.01,,0.15,4073,3332,0.558,0.25333202,0.4822728,0.1797267,1.67,3.42,,,,,,,2.7758124,11.054584,,,False
5831,5831.01,,0.5,3938,3837,0.537,0.502095,0.45969296,0.42265144,2.13,2.31,,,,,,,2.9685543,3.339064,,,False
5845,5845.01,,1.65,6851,6881,1.434,1.4210941,1.5692295,1.5515956,1.2,1.19,,,,,,,0.53215605,0.5406424,,,False
5930,5930.01,,0.07,3618,3506,0.409,0.350104,0.32708013,0.26930618,1.89,2.12,,,,,,,4.7806196,6.2755976,,,False
5949,5949.01,,0.69,6028,3630,1.01,0.38986,1.0125155,0.30806038,1.83,7.68,,,,,,,0.98273766,5.19888,,,False
5971,5971.01,,0.04,5152,4388,0.793,0.670878,0.7483271,0.60716176,0.93,1.44,,,,,,,1.5006242,2.0108228,,,False
5974,5974.01,,0.36,4794,3292,0.716,0.24630402,0.65862966,0.17351595,0.47,1.65,,,,,,,1.7943294,11.612478,,,False
6228,6228.01,,0.09,5955,4846,1.001,0.72672606,1.0012503,0.67098594,2.72,4.48,,,,,,,0.9982524,1.7482407,,,False
6276,6276.01,,0.13,3705,3669,0.431,0.41375998,0.34921798,0.33184525,0.92,0.96,,,,,,,4.3617907,4.6847906,,,False
6291,6291.01,,0.44,5846,3581,0.936,0.36503997,0.92065054,0.28374323,0.94,3.85,,,,,,,1.1227093,5.8331647,,,False
6315,6315.01,,0.23,5074,3651,0.754,0.40339002,0.7026098,0.32148182,0.67,1.83,,,,,,,1.6390799,4.897574,,,False
6329,6329.01,,1.22,6725,5676,1.351,0.82411,1.4565291,0.78520215,1.6,2.29,,,,,,,0.59068125,1.4028976,,,False
6399,6399.01,,2.88,5802,3894,0.932,0.513532,0.9157351,0.43471974,0.95,2.89,,,,,,,1.1311551,3.2100136,,,False
6475,6475.01,,1.31,4053,3802,0.644,0.62468,0.576909,0.5553567,1.77,2.18,,,,,,,2.15998,2.2782388,,,False
6646,6646.01,,0.11,5358,5047,0.807,0.75131696,0.76487756,0.69948596,1.82,2.11,,,,,,,1.4553629,1.649337,,,False
6919,6919.01,,0.51,4109,3621,0.689,0.546377,0.6277317,0.46974862,1.27,1.53,,,,,,,1.9191829,2.8799722,,,False
6978,6978.01,,0.1,6138,6060,1.082,1.048458,1.1035298,1.060935,1.03,1.07,,,,,,,0.87116873,0.92052525,,,False
7099,7099.01,,0.08,4796,4787,0.721,0.723884,0.6643839,0.66770744,2.14,2.15,,,,,,,1.7726103,1.7602701,,,False
7129,7129.01,,1.19,6824,5354,1.426,0.747224,1.558294,0.69472593,1.42,2.4,,,,,,,0.53739154,1.6651797,,,False
7182,7182.01,,0.06,3871,3637,0.509,0.399056,0.4299295,0.31717014,1.53,1.9,,,,,,,3.2601972,4.9910374,,,False
7235,7235.01,,0.11,5501,5469,0.843,0.830355,0.80776393,0.7926469,1.86,1.89,,,,,,,1.3483472,1.3844854,,,False
7435,7435.01,,0.19,6065,3764,1.035,0.45953998,1.0439397,0.37835905,0.84,3.13,,,,,,,0.94157386,3.8988292,,,False
7636,7636.01,,0.33,5359,3553,0.804,0.354564,0.76132494,0.2736014,0.76,2.62,,,,,,,1.4648794,6.138106,,,False
7708,7708.01,,0.07,5817,5768,0.957,0.942645,0.9465421,0.9288278,1.74,1.79,,,,,,,1.0799512,1.1088957,,,False
7716,7716.01,,0.09,5729,4286,0.899,0.61132,0.875386,0.5405499,1.46,3.14,,,,,,,1.2048154,2.3660827,,,False
7835,7835.01,,1.31,6388,5227,1.191,0.77534103,1.2441986,0.7275552,0.47,0.79,,,,,,,0.7364689,1.5609452,,,False
7842,7842.01,,0.08,6811,4492,1.427,0.667836,1.5596602,0.6037224,0.66,1.79,,,,,,,0.5367327,2.0268788,,,False
7940,7940.01,,0.26,6484,4451,1.253,0.657825,1.3256805,0.59243125,2.53,6.45,,,,,,,0.67388475,2.0811667,,,False
8077,8077.01,,0.07,4731,4736,0.686,0.67914,0.624317,0.6165228,1.67,2.04,,,,,,,1.9338948,1.9682093,,,False
8253,8253.01,,0.1,5883,5740,0.962,0.907166,0.9527278,0.8853367,1.37,1.44,,,,,,,1.0701474,1.1859002,,,False
