KOIpl,Rppri,E_Rppri,e_Rppri,Rpsec,E_Rpsec,e_Rpsec,Rpkep,e_Rpkep,Teqpri,E_Teqpri,e_Teqpri,Teqsec,E_Teqsec,e_Teqsec,Teqkep,Spri,E_Spri,e_Spri,Ssec,E_Ssec,e_Ssec,Skep,e_Skep,KOI,Simbad_x,_RA_x,_DE_x,NIRC2,Np,Sep,Date,rmag,SNR,dmi,e_dmi,dmLP600,e_dmLP600,dmGaia,e_dmGaia,dm562nm,e_dm562nm,dm692nm,e_dm692nm,dm880nm,e_dm880nm,dmJ,e_dmJ,dmK,e_dmK,Ref,Teff1,E_Teff1,e_Teff1,Teff2,E_Teff2,e_Teff2,Teffkep,e_Teffkep,Rstar1,E_Rstar1,e_Rstar1,Rstar2/Rstar1,E_Rstar2/Rstar1,e_Rstar2/Rstar1,Rstarkep,e_Rstarkep,fcorr-p,E_fcorr-p,e_fcorr-p,fcorr-s,E_fcorr-s,e_fcorr-s,Source,K16,F17,Simbad_y,_RA_y,_DE_y,KOIpl_clean,kepoi_name,koi_period,koi_period_err1,koi_period_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_steff,koi_srad,koi_smass,Rstar2,Mstar1_est,Mstar2_est,rho_pri,rho_sec,rho_transit,rho_transit_fracerr,rho_transit_err,rho_pri_err,rho_sec_err,lnL_pri,lnL_sec,prior_pri,prior_sec,p_pri,p_sec,usable
1677.01,2.91,0.45,0.43,10.14,1.59,1.54,2.92,0.42,601,22,22,251,9,9,524,26.45,1.94,1.85,1.31,0.1,0.1,17.76,6.75,1677,Simbad,289.67936,40.70046,*,2,0.6,2023-08-31,14.22,186,,,4.76,0.44,,,,,,,,,,,2.48,0.05,F17,6420,55,53,3979,45,38,5562,111,1.229,0.026,0.025,0.453,0.008,0.007,1.25,0.068,0.99,0.06,0.05,3.45,0.24,0.21,1,0,1,Simbad,289.67936,40.70046,1677.01,K01677.01,52.069002,0.0001959,-0.0001959,130.1,21.4,-21.4,3.0089,0.0887,-0.0887,0.275,0.18,-0.275,558.3,23.3,-23.3,5565.0,1.246,1.008,0.556737,1.2940166,0.48090866,0.6970826,2.7868419,10.912107764843498,0.49346656418139895,5.384760326694486,0.104562394,0.4180263,-1.7986737851414187,-1.1316260495317014,0.5,0.5,0.33915821704797955,0.6608417829520205,True
1677.02,0.8,0.18,0.18,2.8,0.65,0.63,0.81,0.18,943,34,34,394,15,15,823,295.95,21.66,20.65,14.66,1.16,1.08,,,1677,Simbad,289.67936,40.70046,*,2,0.6,2023-08-31,14.22,186,,,4.76,0.44,,,,,,,,,,,2.48,0.05,F17,6420,55,53,3979,45,38,5562,111,1.229,0.026,0.025,0.453,0.008,0.007,1.25,0.068,0.99,0.06,0.05,3.45,0.24,0.21,1,0,1,Simbad,289.67936,40.70046,1677.02,,,,,,,,,,,,,,,,,,,,0.556737,1.2940166,0.48090866,0.6970826,2.7868419,,,,0.104562394,0.4180263,,,0.5,0.5,,,False
1681.01,2.0,0.34,0.32,2.07,0.32,0.33,1.41,0.16,460,28,28,450,28,28,445,10.18,0.59,0.62,9.3,0.55,0.56,9.28,3.07,1681,Simbad,291.28504,40.73003,*,4,0.15,2022-06-11,16.01,86,,,,,,,,,0.97,0.15,0.4,0.15,,,0.07,0.02,"F17,K16",3695,22,23,3660,21,21,3638,72,0.43,0.014,0.014,0.974,0.007,0.007,0.42,0.046,1.41,0.17,0.15,1.45,0.19,0.15,2,1,1,Simbad,291.28504,40.73003,1681.01,K01681.01,6.93910337,3.06e-05,-3.06e-05,6.5,3.2,-3.2,2.977,0.133,-0.133,0.966,0.043,-0.731,614.7,28.6,-28.6,3638.0,0.42,0.45,0.41882,0.34820545,0.3369258,4.379557,4.58619,0.07662467045003915,1.476923076923077,0.1131687440492886,0.6569336,0.68792856,-20.833170832853913,-20.91972142832083,0.5,0.5,0.5216241516650417,0.4783758483349582,True
1681.02,9.73,1.52,1.53,10.03,1.63,1.52,6.81,0.75,698,42,42,682,40,41,675,53.71,3.13,3.29,49.08,2.88,2.94,48.82,16.18,1681,Simbad,291.28504,40.73003,*,4,0.15,2022-06-11,16.01,86,,,,,,,,,0.97,0.15,0.4,0.15,,,0.07,0.02,"F17,K16",3695,22,23,3660,21,21,3638,72,0.43,0.014,0.014,0.974,0.007,0.007,0.42,0.046,1.41,0.17,0.15,1.45,0.19,0.15,2,1,1,Simbad,291.28504,40.73003,1681.02,K01681.02,1.992812339,7.832e-06,-7.832e-06,1.971,0.986,-0.986,2.066,0.177,-0.177,1.127,15.76,-0.104,314.8,22.8,-22.8,3638.0,0.42,0.45,0.41882,0.34820545,0.3369258,4.379557,4.58619,0.02590373148987357,1.5007610350076104,0.03887531088130189,0.6569336,0.68792856,-21.883487779293663,-21.901954993835755,0.5,0.5,0.5046166724312027,0.49538332756879727,True
1681.03,15.11,2.34,2.37,15.7,2.46,2.49,10.61,1.16,576,36,35,563,35,35,558,25.05,1.46,1.53,22.89,1.34,1.37,22.83,7.57,1681,Simbad,291.28504,40.73003,*,4,0.15,2022-06-11,16.01,86,,,,,,,,,0.97,0.15,0.4,0.15,,,0.07,0.02,"F17,K16",3695,22,23,3660,21,21,3638,72,0.43,0.014,0.014,0.974,0.007,0.007,0.42,0.046,1.41,0.17,0.15,1.45,0.19,0.15,2,1,1,Simbad,291.28504,40.73003,1681.03,K01681.03,3.53105835,1.877e-05,-1.877e-05,3.46,1.7,-1.7,1.778,0.225,-0.225,1.213,59.41,-2.797,310.8,33.1,-33.1,3638.0,0.42,0.45,0.41882,0.34820545,0.3369258,4.379557,4.58619,0.04463276290921157,1.4739884393063583,0.06578817654247947,0.6569336,0.68792856,-21.555410381714196,-21.594300624813116,0.5,0.5,0.5097213355519679,0.4902786644480322,True
1681.04,14.84,2.26,2.36,15.29,2.38,2.3,10.39,1.14,313,18,19,306,18,19,303,2.2,0.13,0.13,2.01,0.12,0.12,2.01,0.66,1681,Simbad,291.28504,40.73003,*,4,0.15,2022-06-11,16.01,86,,,,,,,,,0.97,0.15,0.4,0.15,,,0.07,0.02,"F17,K16",3695,22,23,3660,21,21,3638,72,0.43,0.014,0.014,0.974,0.007,0.007,0.42,0.046,1.41,0.17,0.15,1.45,0.19,0.15,2,1,1,Simbad,291.28504,40.73003,1681.04,K01681.04,21.9139549,0.0002121,-0.0002121,13.18,6.6,-6.6,3.271,0.426,-0.426,1.2,70.91,-5.452,584.4,64.0,-64.0,3638.0,0.42,0.45,0.41882,0.34820545,0.3369258,4.379557,4.58619,0.06405307263334242,1.5022761760242793,0.09622540501822308,0.6569336,0.68792856,-21.123734135208696,-21.191202964293108,0.5,0.5,0.5168608118280645,0.4831391881719354,True
1700.01,1.9,0.35,0.35,2.71,0.49,0.5,1.54,0.2,829,62,61,662,50,52,744,97.37,11.45,11.95,44.47,6.18,6.21,72.44,31.29,1700,Simbad,297.1327,42.76829,*,1,0.28,2021-06-20,14.41,206,,,1.07,0.26,,,,,,,,,,,0.55,0.06,"F17,B16",5472,102,102,4749,127,122,5044,151,0.837,0.033,0.031,0.843,0.016,0.015,0.804,0.103,1.21,0.2,0.14,1.74,0.25,0.21,2,0,1,Simbad,297.1327,42.76829,1700.01,K01700.01,8.03753796,2.269e-05,-2.269e-05,12.7,6.0,-6.0,2.9118,0.068,-0.068,0.821,0.097,-0.578,286.5,10.5,-10.5,5044.0,0.804,0.764,0.705591,0.80058384,0.6466828,1.3653075,1.8409084,0.42599093036675073,1.4173228346456694,0.6037666729607492,0.20479612,0.27613628,-1.0853239654403821,-2.270936470315764,0.5,0.5,0.765955446046658,0.23404455395334203,True
1717.01,2.45,0.87,0.92,3.74,1.31,1.5,2.43,0.66,859,125,120,636,90,94,867,115.11,16.42,15.98,40.54,5.17,4.98,133.56,109.43,1717,Simbad,293.5778,46.73631,*,1,0.87,2022-08-27,14.51,138,,,1.46,0.13,1.44,0.05,,,,,,,,,,,,5900,119,109,4990,122,107,5610,166,0.972,0.053,0.041,0.767,0.017,0.018,1.171,0.319,0.95,0.36,0.22,1.4,0.52,0.3,2,0,1,Simbad,293.5778,46.73631,1717.01,,,,,,,,,,,,,,,,,,,,0.74552405,0.96512336,0.6927509,1.0509547,1.67183,,,,0.15764321,0.25077453,,,0.5,0.5,,,False
1731.01,2.83,0.24,0.24,3.18,0.26,0.27,2.36,0.13,1006,50,50,941,46,48,1014,241.68,20.78,19.51,192.6,16.44,16.14,249.92,70.17,1731,Simbad,301.46932,44.15959,*,2,0.24,2023-04-11,15.67,148,,,,,,,,,,,,,,,0.17,0.0,F17,4917,83,75,4724,76,76,4748,172,0.728,0.019,0.019,0.949,0.007,0.006,0.797,0.043,1.19,0.08,0.07,1.34,0.09,0.08,2,0,1,Simbad,301.46932,44.15959,1731.01,,,,,,,,,,,,,,,,,,,,0.690872,0.6724565,0.62986434,1.7428905,1.9100916,,,,0.26143357,0.28651375,,,0.5,0.5,,,False
1731.02,1.51,0.12,0.12,1.7,0.13,0.14,1.26,0.06,1467,73,72,1372,70,68,1478,1090.94,93.79,88.07,869.41,74.21,72.83,1128.57,316.83,1731,Simbad,301.46933,44.15964,*,2,0.24,2023-04-11,15.67,148,,,,,,,,,,,,,,,0.17,0.0,F17,4917,83,75,4724,76,76,4748,172,0.728,0.019,0.019,0.949,0.007,0.006,0.797,0.043,1.19,0.08,0.07,1.34,0.09,0.08,2,0,1,Simbad,301.46932,44.15959,1731.02,,,,,,,,,,,,,,,,,,,,0.690872,0.6724565,0.62986434,1.7428905,1.9100916,,,,0.26143357,0.28651375,,,0.5,0.5,,,False
1792.01,6.28,1.35,1.38,13.03,2.82,2.86,4.55,0.73,554,46,49,287,24,26,410,16.34,1.39,1.34,1.93,0.17,0.17,6.65,2.97,1792,Simbad,288.97155,44.62453,*,3,0.51,2021-10-04,12.04,497,,,1.06,0.16,,,,,2.41,0.15,2.3,0.15,,,2.0,0.02,F17,6594,75,65,4805,87,81,5611,100,1.384,0.058,0.031,0.506,0.005,0.006,1.073,0.173,1.33,0.26,0.18,2.78,0.5,0.41,2,0,1,Simbad,288.97155,44.62453,1792.01,K01792.01,88.40678718,8.035e-05,-8.035e-05,48.9,17.7,-17.7,12.3079,0.0782,-0.0782,0.535,0.056,-0.198,1724.4,5.5,-5.5,5611.0,1.073,1.026,0.700304,1.5011362,0.64063144,0.5662548,1.8652991,0.20099748593600744,1.0858895705521472,0.21826107368511236,0.08493822,0.27979487,-1.2161082005063344,-10.998381417587021,0.5,0.5,0.9999435598435397,5.6440156460346396e-05,True
1792.02,1.06,0.23,0.23,2.18,0.5,0.49,0.77,0.12,2137,182,183,1107,97,98,1578,3599.76,306.71,295.35,424.14,38.41,38.31,1465.41,655.32,1792,Simbad,288.97162,44.62453,*,3,0.51,2021-10-04,12.04,497,,,1.06,0.16,,,,,2.41,0.15,2.3,0.15,,,2.0,0.02,F17,6594,75,65,4805,87,81,5611,100,1.384,0.058,0.031,0.506,0.005,0.006,1.073,0.173,1.33,0.26,0.18,2.78,0.5,0.41,2,0,1,Simbad,288.97155,44.62453,1792.02,K01792.02,1.546222068,8.553e-06,-8.553e-06,1.48,0.411,-0.411,7.998,0.142,-0.142,0.503,0.021,-0.479,49.4,1.2,-1.2,5611.0,1.073,1.026,0.700304,1.5011362,0.64063144,0.5662548,1.8652991,0.018216992332713847,0.8331081081081081,0.015176724017727143,0.08493822,0.27979487,-20.171397674870867,-21.726360354745808,0.5,0.5,0.8256293416362264,0.17437065836377355,True
1792.03,1.81,0.42,0.41,3.76,0.8,0.86,1.32,0.21,1177,103,98,610,53,53,873,338.3,28.82,27.76,39.86,3.61,3.6,137.45,61.47,1792,Simbad,288.97155,44.62453,*,3,0.51,2021-10-04,12.04,497,,,1.06,0.16,,,,,2.41,0.15,2.3,0.15,,,2.0,0.02,F17,6594,75,65,4805,87,81,5611,100,1.384,0.058,0.031,0.506,0.005,0.006,1.073,0.173,1.33,0.26,0.18,2.78,0.5,0.41,2,0,1,Simbad,288.97155,44.62453,1792.03,K01792.03,9.10969334,2.7e-05,-2.7e-05,8.76,3.5,-3.5,5.3181,0.0677,-0.0677,0.761,0.01,-0.542,126.4,2.7,-2.7,5611.0,1.073,1.026,0.700304,1.5011362,0.64063144,0.5662548,1.8652991,0.10882785452529165,1.1986301369863015,0.1304443461775756,0.08493822,0.27979487,-4.317734800137968,-16.186579848625975,0.5,0.5,0.9999929947595533,7.0052404467048795e-06,True
1816.01,4.93,0.63,0.63,13.08,1.75,1.81,3.9,0.34,721,41,42,398,29,28,656,51.12,4.63,4.47,6.97,1.39,1.37,43.85,15.22,1816,Simbad,291.68327,44.75163,*,1,0.17,2023-08-07,15.4,175,,,,,,,,,,,,,,,2.05,0.24,F17,5180,90,90,3741,84,73,5227,173,0.782,0.02,0.021,0.582,0.046,0.046,0.64,0.056,1.25,0.13,0.11,3.3,0.39,0.33,2,0,1,Simbad,291.68327,44.75163,1816.01,K01816.01,10.240611361,5.615e-06,-5.615e-06,57.3,24.9,-24.9,0.9617,0.0241,-0.0241,0.786,0.016,-0.558,2958.0,53.8,-53.8,5227.0,0.64,0.628,0.45512402,0.7353743,0.3738197,1.5377586,3.9652712,24.101682475825978,1.3036649214659686,31.420517992045383,0.23066379,0.5947907,-0.2578393340573916,-0.20528247171096475,0.5,0.5,0.4868638080326831,0.513136191967317,True
1830.01,2.26,0.23,0.22,5.15,0.51,0.52,2.22,0.15,636,28,27,395,17,18,638,38.13,3.13,3.44,7.58,0.53,0.57,39.1,9.11,1830,Simbad,286.55808,38.40533,*,2,0.46,2022-09-17,14.4,216,,,1.29,0.17,,,,,,,,,1.75,0.03,1.37,0.03,"F17,B16",5235,77,101,3945,37,37,5180,103,0.779,0.017,0.03,0.677,0.007,0.007,0.8,0.054,1.01,0.08,0.07,2.3,0.18,0.16,2,0,1,Simbad,286.55808,38.40533,1830.01,K01830.01,13.22714056,2.728e-05,-2.728e-05,31.53,1.7,-1.7,3.2861,0.051,-0.051,0.013,0.406,-0.013,812.0,17.8,-17.8,5180.0,0.8,0.825,0.52738297,0.73184955,0.4494254,1.5481372,3.0639334,2.406995281501985,0.16175071360608945,0.38933320442943625,0.23222059,0.45959002,-1.794678868481424,-0.5947680372107955,0.5,0.5,0.23149107950203046,0.7685089204979695,True
1830.02,3.63,0.35,0.36,8.21,0.79,0.81,3.56,0.24,257,11,11,160,7,7,258,1.03,0.08,0.09,0.2,0.01,0.02,1.05,0.25,1830,Simbad,286.55808,38.40533,*,2,0.46,2022-09-17,14.4,216,,,1.29,0.17,,,,,,,,,1.75,0.03,1.37,0.03,"F17,B16",5235,77,101,3945,37,37,5180,103,0.779,0.017,0.03,0.677,0.007,0.007,0.8,0.054,1.01,0.08,0.07,2.3,0.18,0.16,2,0,1,Simbad,286.55808,38.40533,1830.02,K01830.02,198.7106251,0.0007117,-0.0007117,182.85,7.7,-7.7,8.638,0.115,-0.115,0.026,0.387,-0.026,2094.8,35.7,-35.7,5180.0,0.8,0.825,0.52738297,0.73184955,0.4494254,1.5481372,3.0639334,2.080070136584105,0.12633305988515175,0.26278162513039555,0.23222059,0.45959002,-1.1503956727754134,-1.7268385678244862,0.5,0.5,0.6402485064787308,0.3597514935212693,True
1833.01,2.23,1.58,1.01,3.53,0.89,1.09,1.74,0.15,680,87,109,447,133,106,745,84.49,17.72,61.4,29.79,72.47,19.32,72.66,22.54,1833,Simbad,285.60262,50.11203,*,3,0.02,2021-06-19,14.19,306,,,,,,,,,,,,,,,1.44,0.46,"F17,K16",4546,35,870,3475,1102,67,4399,154,0.627,0.008,0.233,0.466,0.991,0.035,0.684,0.051,0.94,1.2,0.17,2.2,0.33,0.78,1,1,1,Simbad,285.60262,50.11203,1833.01,K01833.01,3.69298623,7.316e-06,-7.316e-06,10.77,5.3,-5.3,1.7744,0.0543,-0.0543,0.775,0.051,-0.531,763.3,25.7,-25.7,4402.0,0.572,0.575,0.29218197,0.557936,0.21481606,2.263507,8.61205,1.2306285811176105,1.476323119777159,1.8168054261624893,0.33952606,1.2918075,-0.15615030620706313,-5.481924653206434,0.5,0.5,0.9951589669252335,0.00484103307476646,True
1833.02,3.33,2.13,1.5,5.24,1.35,1.56,2.58,0.23,532,67,84,349,110,82,583,31.81,6.67,23.11,11.21,27.28,7.27,27.35,8.49,1833,Simbad,285.60262,50.11203,*,3,0.02,2021-06-19,14.19,306,,,,,,,,,,,,,,,1.44,0.46,"F17,K16",4546,35,870,3475,1102,67,4399,154,0.627,0.008,0.233,0.466,0.991,0.035,0.684,0.051,0.94,1.2,0.17,2.2,0.33,0.78,1,1,1,Simbad,285.60262,50.11203,1833.02,K01833.02,7.68433346,1.413e-05,-1.413e-05,17.43,8.6,-8.6,1.4346,0.0709,-0.0709,0.951,0.029,-0.676,1175.0,49.6,-49.6,4402.0,0.572,0.575,0.29218197,0.557936,0.21481606,2.263507,8.61205,1.2048001693256074,1.4802065404475042,1.7833530905680246,0.33952606,1.2918075,-0.17005264763581346,-5.657460287808973,0.5,0.5,0.9958784981642669,0.004121501835733081,True
1833.03,1.93,1.22,0.87,3.07,0.8,0.97,1.51,0.13,589,76,94,387,123,89,644,47.26,9.91,34.35,16.66,40.54,10.81,40.66,12.62,1833,Simbad,285.60262,50.11203,*,3,0.02,2021-06-19,14.19,306,,,,,,,,,,,,,,,1.44,0.46,"F17,K16",4546,35,870,3475,1102,67,4399,154,0.627,0.008,0.233,0.466,0.991,0.035,0.684,0.051,0.94,1.2,0.17,2.2,0.33,0.78,1,1,1,Simbad,285.60262,50.11203,1833.03,K01833.03,5.70940795,1.832e-05,-1.832e-05,18.74,8.5,-8.5,1.622,0.0844,-0.0844,0.751,0.185,-0.542,586.7,34.0,-34.0,4402.0,0.572,0.575,0.29218197,0.557936,0.21481606,2.263507,8.61205,2.712450820884714,1.360725720384205,3.6909015972550803,0.33952606,1.2918075,-0.00733549920572692,-1.1380578286471528,0.5,0.5,0.7559721777988164,0.24402782220118352,True
1835.01,1.36,0.11,0.11,1.39,0.12,0.12,1.38,0.09,745,26,26,737,25,25,889,145.57,8.71,8.48,140.62,9.94,10.18,147.56,33.76,1835,Simbad,294.32556,46.00224,*,3,0.05,2021-11-08,13.62,360,,,,,,,,,,,,,,,0.03,0.01,"F17,K16",5158,55,57,5127,66,67,5184,104,0.772,0.012,0.011,0.992,0.007,0.008,1.095,0.052,0.98,0.05,0.05,1.0,0.06,0.05,1,1,1,Simbad,294.32556,46.00224,1835.01,K01835.01,4.580346161,7.038e-06,-7.038e-06,15.71,5.4,-5.4,2.097,0.0384,-0.0384,0.384,0.077,-0.384,308.3,6.8,-6.8,5103.0,0.789,0.82,0.765824,0.7236385,0.7164093,1.5727863,1.5950499,2.482945670081936,1.031190324633991,2.560389551580354,0.23591796,0.23925748,-0.06265001167143762,-0.059608210389202936,0.5,0.5,0.4992395502657831,0.5007604497342169,True
1835.02,1.23,0.1,0.1,1.26,0.11,0.11,1.25,0.08,943,31,31,934,32,32,1127,375.96,22.49,21.9,363.17,25.66,26.3,380.75,87.12,1835,Simbad,294.32556,46.00224,*,3,0.05,2021-11-08,13.62,360,,,,,,,,,,,,,,,0.03,0.01,"F17,K16",5158,55,57,5127,66,67,5184,104,0.772,0.012,0.011,0.992,0.007,0.008,1.095,0.052,0.98,0.05,0.05,1.0,0.06,0.05,1,1,1,Simbad,294.32556,46.00224,1835.02,K01835.02,2.248288213,2.61e-06,-2.61e-06,8.578,0.272,-0.272,2.0361,0.0311,-0.0311,0.004,0.46,-0.004,263.2,5.0,-5.0,5103.0,0.789,0.82,0.765824,0.7236385,0.7164093,1.5727863,1.5950499,1.6776038820854204,0.09512706924691071,0.159585540660026,0.23591796,0.23925748,-0.06771489906140749,-0.04119832967906153,0.5,0.5,0.4933712460553202,0.5066287539446799,True
1835.03,1.29,0.11,0.11,1.31,0.11,0.11,1.31,0.09,654,22,22,647,22,23,781,86.51,5.18,5.04,83.57,5.9,6.05,87.79,20.09,1835,Simbad,294.32556,46.00224,*,3,0.05,2021-11-08,13.62,360,,,,,,,,,,,,,,,0.03,0.01,"F17,K16",5158,55,57,5127,66,67,5184,104,0.772,0.012,0.011,0.992,0.007,0.008,1.095,0.052,0.98,0.05,0.05,1.0,0.06,0.05,1,1,1,Simbad,294.32556,46.00224,1835.03,K01835.03,6.76690759,1.438e-05,-1.438e-05,23.7,8.4,-8.4,1.7062,0.0533,-0.0533,0.648,0.267,-0.42,249.3,9.4,-9.4,5103.0,0.789,0.82,0.765824,0.7236385,0.7164093,1.5727863,1.5950499,3.9057083533315375,1.0632911392405062,4.152905084555052,0.23591796,0.23925748,-0.15727770601725055,-0.1542760171712648,0.5,0.5,0.4992495783519536,0.5007504216480465,True
1839.01,3.98,2.24,2.24,10.13,5.85,5.76,3.93,2.28,1077,35,37,621,20,21,1087,78.04,5.22,5.19,11.86,0.59,0.75,329.34,606.17,1839,Simbad,284.09458,41.1828,*,2,0.11,2023-07-05,13.19,331,,,,,,,,,,,,,,,1.55,0.01,,5487,55,52,3951,29,28,5517,110,0.815,0.012,0.012,0.64,0.005,0.005,0.825,0.039,1.02,0.05,0.05,2.59,0.14,0.13,1,0,1,Simbad,284.09458,41.1828,1839.01,K01839.01,9.59068586,2.495e-05,-2.495e-05,20.31,5.5,-5.5,3.452,0.071,-0.071,0.359,0.075,-0.359,544.6,15.7,-15.7,5476.0,1.673,0.819,0.5216,0.77436733,0.44327372,1.430455,3.1236272,1.2236739145077309,0.8124076809453472,0.9941220871185407,0.21456826,0.4685441,-0.02066984906380544,-1.4943640136614456,0.5,0.5,0.8136182316022424,0.18638176839775758,True
1839.02,4.99,2.81,3.02,12.72,7.18,7.79,4.93,2.86,530,17,18,305,9,10,535,4.58,0.31,0.3,0.7,0.03,0.04,19.35,35.61,1839,Simbad,284.09458,41.1828,*,2,0.11,2023-07-05,13.19,331,,,,,,,,,,,,,,,1.55,0.01,,5487,55,52,3951,29,28,5517,110,0.815,0.012,0.012,0.64,0.005,0.005,0.825,0.039,1.02,0.05,0.05,2.59,0.14,0.13,1,0,1,Simbad,284.09458,41.1828,1839.02,K01839.02,80.4103783,0.0006001,-0.0006001,82.7,40.6,-40.6,3.487,0.192,-0.192,0.913,0.068,-0.638,591.4,46.8,-46.8,5476.0,1.673,0.819,0.5216,0.77436733,0.44327372,1.430455,3.1236272,1.1752427535105268,1.4727932285368803,1.7308895692573418,0.21456826,0.4685441,-0.010705602342904292,-0.5902950424131372,0.5,0.5,0.6409729310300046,0.35902706896999537,True
1841.01,2.0,0.19,0.19,5.93,0.57,0.57,2.12,0.18,401,13,13,203,6,6,402,7.56,0.42,0.42,0.76,0.03,0.03,6.17,1.67,1841,Simbad,290.16528,49.92387,*,1,0.31,2022-10-22,13.19,402,,,,,,,,,,,,,,,2.1,0.01,"F17,K16",5367,50,53,3709,19,18,5181,104,0.808,0.011,0.011,0.538,0.003,0.003,0.876,0.039,0.94,0.05,0.04,2.79,0.14,0.14,1,1,1,Simbad,290.16528,49.92387,1841.01,K01841.01,49.6075771,0.0001,-0.0001,87.7,36.9,-36.9,2.9575,0.0599,-0.0599,0.764,0.015,-0.544,626.7,16.2,-16.2,5187.0,0.774,0.858,0.434704,0.76606256,0.35297346,1.4522123,4.296958,3.6824597788613036,1.2622576966932724,4.648213198631086,0.21783186,0.6445437,-0.11485536258381579,-0.008573690928215253,0.5,0.5,0.473454565029601,0.526545434970399,True
1845.01,3.86,2.48,2.4,12.7,8.14,7.9,3.97,2.57,1605,49,48,714,21,21,1599,351.62,13.28,13.12,24.71,0.84,0.85,1540.07,3171.86,1845,Simbad,290.54853,38.49528,*,2,1.99,2022-10-21,14.36,224,,,4.97,0.6,4.67,0.05,,,,,,,3.04,0.01,2.89,0.06,,4933,37,34,3414,15,13,4801,96,0.756,0.006,0.007,0.413,0.003,0.003,0.795,0.034,0.96,0.04,0.04,3.15,0.14,0.14,1,0,1,Simbad,290.54853,38.49528,1845.01,K01845.01,1.970340203,2.276e-06,-2.276e-06,4.74,2.2,-2.2,1.7901,0.0341,-0.0341,0.859,0.033,-0.606,403.2,8.5,-8.5,4883.0,1.667,0.951,0.312228,0.70494014,0.23339406,1.6314993,7.667862,0.3685427323788439,1.3924050632911391,0.5131607666034534,0.2447249,1.1501794,-2.4674189317423774,-16.794381995755213,0.5,0.5,0.999999400376371,5.996236289515329e-07,True
1845.02,10.4,6.51,6.82,34.05,21.04,22.64,10.69,6.94,1172,35,35,521,15,15,1168,100.03,3.78,3.73,7.03,0.24,0.24,439.8,905.81,1845,Simbad,290.54853,38.49528,*,2,1.99,2022-10-21,14.36,224,,,4.97,0.6,4.67,0.05,,,,,,,3.04,0.01,2.89,0.06,,4933,37,34,3414,15,13,4801,96,0.756,0.006,0.007,0.413,0.003,0.003,0.795,0.034,0.96,0.04,0.04,3.15,0.14,0.14,1,0,1,Simbad,290.54853,38.49528,1845.02,K01845.02,5.05821338,4.738e-06,-4.738e-06,11.53,5.7,-5.7,1.132,0.112,-0.112,1.004,0.042,-0.696,748.3,23.7,-23.7,4883.0,1.667,0.951,0.312228,0.70494014,0.23339406,1.6314993,7.667862,0.8048758445212875,1.4830875975715525,1.1937013825944507,0.2447249,1.1501794,-0.2300984022321422,-8.570487028451012,0.5,0.5,0.9997613773865694,0.00023862261343052165,True
1853.01,2.32,0.43,0.43,2.47,0.45,0.46,2.4,0.43,433,15,15,406,13,14,485,19.4,1.27,1.21,15.17,1.13,1.09,13.07,6.51,1853,Simbad,285.10407,45.00814,*,1,0.96,2022-10-27,13.38,341,,,0.24,0.05,0.24,0.05,,,2.13,0.15,,,,,0.18,0.01,"F17,B16",6327,48,48,6141,54,55,6030,121,1.162,0.021,0.021,0.933,0.005,0.005,1.609,0.079,0.96,0.05,0.05,1.02,0.06,0.05,1,0,1,Simbad,285.10407,45.00814,1853.01,K01853.01,60.0853848,0.0002239,-0.0002239,42.4,21.0,-21.0,7.007,0.116,-0.116,0.79,0.131,-0.535,432.2,9.6,-9.6,6028.0,1.047,1.149,1.084146,1.2064453,1.1062664,0.7689344,0.8681532,0.283658067686024,1.4858490566037736,0.42147307226932806,0.115340166,0.13022299,-0.6166585442435567,-0.8777976037325623,0.5,0.5,0.5649162772112651,0.43508372278873486,True
1857.01,3.14,0.62,0.62,5.67,1.07,1.09,2.51,0.33,456,33,34,289,23,23,391,8.83,1.03,1.0,1.84,0.23,0.24,5.51,2.08,1857,Simbad,292.01343,49.0191,*,1,0.16,2022-10-14,13.69,246,,,,,,,,,2.01,0.15,,,,,,,F17,6121,90,89,4759,122,118,5661,101,1.068,0.048,0.04,0.666,0.02,0.02,0.934,0.124,1.22,0.2,0.15,2.22,0.36,0.28,2,0,1,Simbad,292.01343,49.0191,1857.01,K01857.01,88.6440015,0.0002922,-0.0002922,62.8,30.8,-30.8,7.82,0.111,-0.111,0.724,0.003,-0.539,625.5,12.2,-12.2,5661.0,0.934,0.941,0.711288,1.0857105,0.653216,0.8912517,1.815183,0.4234630199330228,1.4713375796178345,0.6230570548059126,0.13368776,0.27227747,-0.269442312200789,-2.0946760970897143,0.5,0.5,0.8611929553761738,0.13880704462382618,True
